node,unw_in_deg,unw_out_deg,unw_betweenness,unw_closeness,unw_pagerank,trx_in_deg,trx_out_deg,trx_betweenness,trx_closeness,trx_pagerank,amt_in_deg,amt_out_deg,amt_betweenness,amt_closeness,amt_pagerank
N8|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.0,0.0,0.011902737285390347,0.020012307892457355,0.00020713463751438437,0.0,0.0,0.00020713463751438437,0.019661551290380695
N4934|B3,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.030612244897959183,0.0,0.0,0.0,0.0,0.0016771812601841197,0.0,0.0,0.0
N9|B1,0.018518518518518517,0.023529411764705882,0.003179650238473768,0.018813775510204078,0.010218063105425931,0.016853932584269662,0.015306122448979591,0.003179650238473768,0.03570821185617104,0.010006153946228672,0.0005003821403912543,0.00044879171461449944,0.003179650238473768,0.0005003821403912543,0.005865966518736963
N4935|B3,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,8.406214039125432e-05,0.0,0.0,0.0
N10|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.0,0.0,0.011902737285390347,0.020012307892457355,8.406214039125432e-05,0.0,0.0,8.406214039125431e-05,0.019661551290380695
N4936|B7,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,9.205983889528194e-05,0.0,0.0,0.0
N11|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.011235955056179775,0.0,0.0,0.023805474570780694,0.020012307892457355,9.205983889528194e-05,0.0,0.0,9.205983889528193e-05,0.019661551290380695
N12|B8,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0031990794016110474,0.0,0.0,0.0
N12|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.011235955056179775,0.0,0.0,0.023805474570780694,0.020012307892457355,0.0031990794016110474,0.0,0.0,0.0031990794016110466,0.019661551290380695
N4937|B4,0.0,0.047058823529411764,0.0,0.0,0.0,0.0,0.07653061224489795,0.0,0.0,0.0,0.0,0.006980110534982739,0.0,0.0,0.0
N13|B1,0.037037037037037035,0.0,0.0,0.037627551020408156,0.025545157763564835,0.016853932584269662,0.0,0.0,0.03174063276104092,0.022680615611451665,0.0005476792905638665,0.0,0.0,0.0001847291886974109,0.021060833121883376
N4938|B9,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,5.0915748906789416e-05,0.0,0.0,0.0
N14|B3,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,9.362485615650173e-05,0.0,0.0,0.0
