entity,in_degree,out_degree,total_degree
N7964 (B4),1.0,0.0,1.0
N7965 (B4),1.0,0.0,1.0
N7966 (B4),1.0,0.0,1.0
N7967 (B106),1.0,0.0,1.0
N3703 (B4),1.0,0.0,1.0
N7968 (B13),1.0,0.0,1.0
N7969 (B4),1.0,0.0,1.0
N7970 (B4),1.0,0.0,1.0
N3706 (B11),1.0,0.0,1.0
N7971 (B4),1.0,0.0,1.0
N754 (B4),1.0,0.0,1.0
N7972 (B3),1.0,0.0,1.0
N1043 (B24),1.0,0.0,1.0
N6621 (B106),1.0,0.0,1.0
N7973 (B11),1.0,0.0,1.0
N7974 (B4),1.0,0.0,1.0
N6199 (B105),2.0,0.0,2.0
N622 (B21),1.0,0.0,1.0
N857 (B3),1.0,0.0,1.0
N7975 (B4),1.0,0.0,1.0
N7976 (B109),2.0,0.0,2.0
N7977 (B19),1.0,0.0,1.0
N7978 (B52),3.0,0.0,3.0
N7979 (B105),2.0,0.0,2.0
N3709 (B105),1.0,0.0,1.0
N3709 (B4),1.0,0.0,1.0
N3710 (B20),1.0,0.0,1.0
N2014 (B14),1.0,0.0,1.0
N3711 (B4),1.0,0.0,1.0
N3712 (B104),1.0,0.0,1.0
N7980 (B43),1.0,0.0,1.0
N3715 (B106),1.0,0.0,1.0
N7981 (B91),1.0,0.0,1.0
N7982 (B4),1.0,0.0,1.0
N1619 (B4),1.0,0.0,1.0
N1619 (B68),1.0,0.0,1.0
N7983 (B110),2.0,0.0,2.0
N3718 (B30),1.0,0.0,1.0
N3718 (B105),1.0,0.0,1.0
N7984 (B4),2.0,0.0,2.0
N3720 (B115),1.0,0.0,1.0
N3721 (B4),1.0,0.0,1.0
N7985 (B11),2.0,0.0,2.0
N3723 (B4),2.0,0.0,2.0
N3724 (B104),1.0,0.0,1.0
N4082 (B104),1.0,0.0,1.0
N3725 (B4),1.0,0.0,1.0
N7986 (B4),2.0,0.0,2.0
N7987 (B4),1.0,0.0,1.0
N7988 (B4),1.0,0.0,1.0
N7989 (B12),1.0,0.0,1.0
N7990 (B13),2.0,0.0,2.0
N7991 (B3),1.0,0.0,1.0
N3731 (B18),1.0,0.0,1.0
N3732 (B30),2.0,0.0,2.0
N7992 (B3),1.0,0.0,1.0
N7993 (B3),1.0,0.0,1.0
N563 (B7),1.0,0.0,1.0
N7994 (B8),1.0,0.0,1.0
N7995 (B105),1.0,0.0,1.0
N7996 (B32),1.0,0.0,1.0
N7997 (B4),1.0,0.0,1.0
N3736 (B30),2.0,0.0,2.0
N3737 (B71),1.0,0.0,1.0
N3738 (B104),1.0,0.0,1.0
N3739 (B11),1.0,0.0,1.0
N1137 (B3),1.0,0.0,1.0
N3740 (B4),1.0,0.0,1.0
N3741 (B3),1.0,0.0,1.0
N7998 (B4),1.0,0.0,1.0
N7999 (B4),1.0,0.0,1.0
N3743 (B14),1.0,0.0,1.0
N3744 (B4),1.0,0.0,1.0
N847 (B11),1.0,0.0,1.0
N8000 (B28),1.0,0.0,1.0
N8001 (B48),1.0,0.0,1.0
N8002 (B3),1.0,0.0,1.0
N3748 (B18),1.0,0.0,1.0
N8003 (B7),1.0,0.0,1.0
N3749 (B3),1.0,0.0,1.0
N3750 (B106),1.0,0.0,1.0
N3751 (B14),1.0,0.0,1.0
N3752 (B4),2.0,0.0,2.0
N1511 (B14),1.0,0.0,1.0
N8004 (B106),1.0,0.0,1.0
N8005 (B71),1.0,0.0,1.0
N8006 (B14),1.0,0.0,1.0
N8007 (B86),1.0,0.0,1.0
N8008 (B18),1.0,0.0,1.0
N8009 (B4),1.0,0.0,1.0
N3757 (B106),1.0,0.0,1.0
N8010 (B3),1.0,0.0,1.0
N8011 (B3),1.0,0.0,1.0
N3759 (B4),1.0,0.0,1.0
N3760 (B3),1.0,0.0,1.0
N8012 (B43),1.0,0.0,1.0
N8013 (B4),1.0,0.0,1.0
N8014 (B4),1.0,0.0,1.0
N8015 (B4),1.0,0.0,1.0
N8016 (B4),1.0,0.0,1.0
N8017 (B106),1.0,0.0,1.0
N5643 (B106),1.0,0.0,1.0
N8018 (B4),1.0,0.0,1.0
N8019 (B105),1.0,0.0,1.0
N8020 (B8),1.0,0.0,1.0
N8021 (B34),1.0,0.0,1.0
N8022 (B34),1.0,0.0,1.0
N8023 (B34),1.0,0.0,1.0
N8024 (B34),1.0,0.0,1.0
N8025 (B34),1.0,0.0,1.0
N8026 (B34),1.0,0.0,1.0
N3763 (B4),1.0,0.0,1.0
N8027 (B22),1.0,0.0,1.0
N3764 (B22),1.0,0.0,1.0
N8028 (B109),2.0,0.0,2.0
N8029 (B44),1.0,0.0,1.0
N1302 (B106),1.0,0.0,1.0
N8030 (B106),1.0,0.0,1.0
N2857 (B30),1.0,0.0,1.0
N3765 (B4),1.0,0.0,1.0
N8031 (B3),1.0,0.0,1.0
N3766 (B43),1.0,0.0,1.0
N8032 (B7),1.0,0.0,1.0
N8033 (B19),1.0,0.0,1.0
N3768 (B106),1.0,0.0,1.0
N506 (B3),1.0,0.0,1.0
N8034 (B25),1.0,0.0,1.0
N8035 (B14),1.0,0.0,1.0
N8036 (B4),1.0,0.0,1.0
N3771 (B3),1.0,0.0,1.0
N8037 (B85),1.0,0.0,1.0
N3772 (B3),1.0,0.0,1.0
N545 (B14),2.0,0.0,2.0
N545 (B3),4.0,0.0,4.0
N8038 (B21),5.0,0.0,5.0
N8039 (B4),1.0,0.0,1.0
N8040 (B105),1.0,0.0,1.0
N8041 (B4),1.0,0.0,1.0
N1201 (B111),1.0,0.0,1.0
N8042 (B20),1.0,0.0,1.0
N3775 (B18),1.0,0.0,1.0
N8043 (B4),1.0,0.0,1.0
N8044 (B13),1.0,0.0,1.0
N1249 (B107),1.0,0.0,1.0
N8045 (B3),3.0,0.0,3.0
N1249 (B7),3.0,0.0,3.0
N3779 (B11),1.0,0.0,1.0
N3780 (B4),1.0,0.0,1.0
N3781 (B109),1.0,0.0,1.0
N1299 (B4),1.0,0.0,1.0
N3782 (B22),1.0,0.0,1.0
N1115 (B29),1.0,0.0,1.0
N8046 (B10),1.0,0.0,1.0
N8047 (B14),1.0,0.0,1.0
N3783 (B14),1.0,0.0,1.0
N2704 (B4),1.0,0.0,1.0
N8048 (B4),1.0,0.0,1.0
N8049 (B4),1.0,0.0,1.0
N8050 (B4),1.0,0.0,1.0
N8051 (B4),1.0,0.0,1.0
N8052 (B4),1.0,0.0,1.0
N30 (B106),1.0,0.0,1.0
N8053 (B3),1.0,0.0,1.0
N8054 (B7),1.0,0.0,1.0
N8055 (B28),1.0,0.0,1.0
N8055 (B30),1.0,0.0,1.0
N8056 (B4),2.0,0.0,2.0
N8057 (B3),1.0,0.0,1.0
N8058 (B3),1.0,0.0,1.0
N8059 (B106),1.0,0.0,1.0
N8060 (B106),1.0,0.0,1.0
N8061 (B4),1.0,0.0,1.0
N2081 (B106),1.0,0.0,1.0
N8062 (B105),1.0,0.0,1.0
N8063 (B106),1.0,0.0,1.0
N8064 (B70),1.0,0.0,1.0
N8065 (B11),1.0,0.0,1.0
N8066 (B4),1.0,0.0,1.0
N3791 (B4),1.0,0.0,1.0
N8067 (B4),1.0,0.0,1.0
N8068 (B3),1.0,0.0,1.0
N8069 (B4),2.0,0.0,2.0
N3793 (B104),1.0,0.0,1.0
N3794 (B14),1.0,0.0,1.0
N904 (B18),1.0,0.0,1.0
N8070 (B4),1.0,0.0,1.0
N8071 (B3),1.0,0.0,1.0
N8072 (B14),2.0,0.0,2.0
N8073 (B3),1.0,0.0,1.0
N3800 (B4),1.0,0.0,1.0
N3801 (B4),1.0,0.0,1.0
N3802 (B8),1.0,0.0,1.0
N8074 (B3),1.0,0.0,1.0
N8075 (B29),1.0,0.0,1.0
N1093 (B10),1.0,0.0,1.0
N8076 (B4),1.0,0.0,1.0
N5406 (B16),1.0,0.0,1.0
N8077 (B9),1.0,0.0,1.0
N1093 (B16),1.0,0.0,1.0
N8078 (B8),1.0,0.0,1.0
N8079 (B8),2.0,0.0,2.0
N8080 (B3),1.0,0.0,1.0
N3804 (B4),1.0,0.0,1.0
N3804 (B43),1.0,0.0,1.0
N620 (B14),1.0,0.0,1.0
N8081 (B4),1.0,0.0,1.0
N8082 (B4),1.0,0.0,1.0
N2625 (B10),1.0,0.0,1.0
N8083 (B3),1.0,0.0,1.0
N2255 (B7),1.0,0.0,1.0
N8084 (B4),1.0,0.0,1.0
N8085 (B3),1.0,0.0,1.0
N1932 (B4),2.0,0.0,2.0
N1045 (B7),1.0,0.0,1.0
N8086 (B55),1.0,0.0,1.0
N3811 (B3),1.0,0.0,1.0
N8087 (B7),1.0,0.0,1.0
N8088 (B7),1.0,0.0,1.0
N8089 (B4),1.0,0.0,1.0
N8090 (B3),1.0,0.0,1.0
N3815 (B58),1.0,0.0,1.0
N8091 (B86),1.0,0.0,1.0
N8092 (B117),2.0,0.0,2.0
N8093 (B28),1.0,0.0,1.0
N8094 (B7),1.0,0.0,1.0
N8095 (B4),1.0,0.0,1.0
N3818 (B4),1.0,0.0,1.0
N3819 (B4),1.0,0.0,1.0
N8096 (B48),1.0,0.0,1.0
N8097 (B3),1.0,0.0,1.0
N8098 (B3),1.0,0.0,1.0
N1929 (B4),1.0,0.0,1.0
N8099 (B3),1.0,0.0,1.0
N8100 (B106),1.0,0.0,1.0
N8101 (B24),1.0,0.0,1.0
N8102 (B3),2.0,0.0,2.0
N8103 (B4),1.0,0.0,1.0
N8104 (B30),1.0,0.0,1.0
N8105 (B4),1.0,0.0,1.0
N8106 (B106),1.0,0.0,1.0
N8107 (B30),1.0,0.0,1.0
N8108 (B4),1.0,0.0,1.0
N8109 (B11),1.0,0.0,1.0
N2311 (B104),4.0,0.0,4.0
N3830 (B104),2.0,0.0,2.0
N8110 (B104),2.0,0.0,2.0
N8111 (B4),1.0,0.0,1.0
N3832 (B105),1.0,0.0,1.0
N8112 (B14),1.0,0.0,1.0
N3833 (B4),1.0,0.0,1.0
N3834 (B4),1.0,0.0,1.0
N3835 (B3),1.0,0.0,1.0
N8113 (B20),1.0,0.0,1.0
N3837 (B6),1.0,0.0,1.0
N1226 (B43),2.0,0.0,2.0
N8114 (B4),1.0,0.0,1.0
N8115 (B3),2.0,0.0,2.0
N1226 (B3),2.0,0.0,2.0
N3838 (B43),1.0,0.0,1.0
N8116 (B4),1.0,0.0,1.0
N8117 (B4),1.0,0.0,1.0
N8118 (B3),1.0,0.0,1.0
N939 (B4),1.0,0.0,1.0
N8119 (B7),1.0,0.0,1.0
N8120 (B4),1.0,0.0,1.0
N8121 (B3),1.0,0.0,1.0
N8122 (B3),1.0,0.0,1.0
N8123 (B3),1.0,0.0,1.0
N2206 (B3),1.0,0.0,1.0
N8124 (B4),1.0,0.0,1.0
N3841 (B7),1.0,0.0,1.0
N8125 (B105),1.0,0.0,1.0
N3843 (B3),1.0,0.0,1.0
N2654 (B106),1.0,0.0,1.0
N1624 (B108),1.0,0.0,1.0
N6378 (B108),1.0,0.0,1.0
N8126 (B4),1.0,0.0,1.0
N8127 (B13),1.0,0.0,1.0
N8128 (B4),1.0,0.0,1.0
N6522 (B105),1.0,0.0,1.0
N1888 (B14),1.0,0.0,1.0
N1888 (B4),1.0,0.0,1.0
N8129 (B106),1.0,0.0,1.0
N3845 (B11),1.0,0.0,1.0
N3845 (B4),1.0,0.0,1.0
N3846 (B20),1.0,0.0,1.0
N3846 (B4),1.0,0.0,1.0
N3847 (B3),1.0,0.0,1.0
N8130 (B4),1.0,0.0,1.0
N8131 (B10),1.0,0.0,1.0
N8132 (B7),1.0,0.0,1.0
N8133 (B4),1.0,0.0,1.0
N3850 (B4),1.0,0.0,1.0
N8134 (B4),1.0,0.0,1.0
N8135 (B8),1.0,0.0,1.0
N2411 (B106),2.0,0.0,2.0
N3852 (B105),1.0,0.0,1.0
N8136 (B118),1.0,0.0,1.0
N8137 (B4),1.0,0.0,1.0
N3854 (B4),1.0,0.0,1.0
N8138 (B7),1.0,0.0,1.0
N3831 (B74),1.0,0.0,1.0
N8139 (B11),1.0,0.0,1.0
N8140 (B3),1.0,0.0,1.0
N3858 (B4),1.0,0.0,1.0
N3859 (B106),1.0,0.0,1.0
N8141 (B4),1.0,0.0,1.0
N8142 (B4),1.0,0.0,1.0
N3861 (B18),1.0,0.0,1.0
N8143 (B3),1.0,0.0,1.0
N229 (B3),1.0,0.0,1.0
N8144 (B16),1.0,0.0,1.0
N8145 (B71),1.0,0.0,1.0
N1426 (B105),1.0,0.0,1.0
N1426 (B74),1.0,0.0,1.0
N1426 (B53),1.0,0.0,1.0
N755 (B4),1.0,0.0,1.0
N8146 (B3),1.0,0.0,1.0
N8147 (B4),1.0,0.0,1.0
N8148 (B4),1.0,0.0,1.0
N8149 (B30),1.0,0.0,1.0
N3864 (B10),1.0,0.0,1.0
N3865 (B52),1.0,0.0,1.0
N8150 (B106),1.0,0.0,1.0
N3867 (B59),1.0,0.0,1.0
N1428 (B14),2.0,0.0,2.0
N1428 (B105),4.0,0.0,4.0
N1428 (B4),6.0,0.0,6.0
N1428 (B106),6.0,0.0,6.0
N1428 (B8),2.0,0.0,2.0
N1428 (B20),2.0,0.0,2.0
N1428 (B6),2.0,0.0,2.0
N1428 (B46),2.0,0.0,2.0
N1849 (B30),1.0,0.0,1.0
N876 (B4),1.0,0.0,1.0
N876 (B20),1.0,0.0,1.0
N8151 (B21),1.0,0.0,1.0
N3869 (B14),1.0,0.0,1.0
N3870 (B4),2.0,0.0,2.0
N2703 (B12),1.0,0.0,1.0
N8152 (B7),1.0,0.0,1.0
N8153 (B110),1.0,0.0,1.0
N8154 (B18),1.0,0.0,1.0
N4483 (B11),1.0,0.0,1.0
N899 (B4),1.0,0.0,1.0
N8155 (B10),1.0,0.0,1.0
N8156 (B3),1.0,0.0,1.0
N8157 (B3),1.0,0.0,1.0
N3872 (B3),1.0,0.0,1.0
N8158 (B34),1.0,0.0,1.0
N3874 (B4),1.0,0.0,1.0
N932 (B4),1.0,0.0,1.0
N8159 (B4),1.0,0.0,1.0
N8160 (B105),1.0,0.0,1.0
N1651 (B3),1.0,0.0,1.0
N8161 (B119),1.0,0.0,1.0
N3879 (B43),1.0,0.0,1.0
N8162 (B18),1.0,0.0,1.0
N8163 (B18),1.0,0.0,1.0
N8164 (B4),1.0,0.0,1.0
N8165 (B4),1.0,0.0,1.0
N3882 (B4),1.0,0.0,1.0
N8166 (B4),1.0,0.0,1.0
N8167 (B4),1.0,0.0,1.0
N3885 (B3),1.0,0.0,1.0
N3886 (B11),1.0,0.0,1.0
N8168 (B3),1.0,0.0,1.0
N6777 (B4),3.0,0.0,3.0
N8169 (B105),1.0,0.0,1.0
N8170 (B69),1.0,0.0,1.0
N8171 (B4),1.0,0.0,1.0
N5112 (B11),2.0,0.0,2.0
N186 (B4),1.0,0.0,1.0
N3890 (B115),1.0,0.0,1.0
N3891 (B4),1.0,0.0,1.0
N8172 (B3),1.0,0.0,1.0
N8173 (B11),1.0,0.0,1.0
N3893 (B3),1.0,0.0,1.0
N8174 (B8),1.0,0.0,1.0
N3896 (B3),1.0,0.0,1.0
N1550 (B43),1.0,0.0,1.0
N8175 (B22),1.0,0.0,1.0
N1550 (B106),1.0,0.0,1.0
N2658 (B76),1.0,0.0,1.0
N8176 (B4),1.0,0.0,1.0
N8177 (B4),1.0,0.0,1.0
N3332 (B4),1.0,0.0,1.0
N5164 (B73),1.0,0.0,1.0
N3897 (B6),1.0,0.0,1.0
N971 (B105),1.0,0.0,1.0
N971 (B4),1.0,0.0,1.0
N8178 (B4),3.0,0.0,3.0
N3899 (B20),1.0,0.0,1.0
N664 (B43),1.0,0.0,1.0
N3900 (B4),1.0,0.0,1.0
N3901 (B6),1.0,0.0,1.0
N8179 (B4),1.0,0.0,1.0
N8180 (B4),1.0,0.0,1.0
N1859 (B108),1.0,0.0,1.0
N1859 (B106),1.0,0.0,1.0
N3904 (B106),1.0,0.0,1.0
N5374 (B3),2.0,0.0,2.0
N8181 (B4),2.0,0.0,2.0
N3906 (B6),1.0,0.0,1.0
N8182 (B4),1.0,0.0,1.0
N3907 (B14),1.0,0.0,1.0
N3908 (B109),1.0,0.0,1.0
N8183 (B4),1.0,0.0,1.0
N8184 (B3),1.0,0.0,1.0
N8185 (B10),1.0,0.0,1.0
N8186 (B109),1.0,0.0,1.0
N8187 (B7),1.0,0.0,1.0
N8188 (B4),1.0,0.0,1.0
N3912 (B115),1.0,0.0,1.0
N8189 (B4),1.0,0.0,1.0
N3913 (B105),1.0,0.0,1.0
N3914 (B106),1.0,0.0,1.0
N8190 (B4),1.0,0.0,1.0
N8191 (B4),1.0,0.0,1.0
N8192 (B4),1.0,0.0,1.0
N8193 (B115),1.0,0.0,1.0
N2718 (B7),1.0,0.0,1.0
N8194 (B3),1.0,0.0,1.0
N65 (B4),1.0,0.0,1.0
N8195 (B14),1.0,0.0,1.0
N8196 (B18),1.0,0.0,1.0
N8197 (B4),1.0,0.0,1.0
N8198 (B3),1.0,0.0,1.0
N8199 (B4),1.0,0.0,1.0
N8200 (B53),1.0,0.0,1.0
N7760 (B4),1.0,0.0,1.0
N8201 (B105),1.0,0.0,1.0
N8202 (B77),1.0,0.0,1.0
N5297 (B106),1.0,0.0,1.0
N3920 (B43),1.0,0.0,1.0
N8203 (B4),1.0,0.0,1.0
N8204 (B3),1.0,0.0,1.0
N8205 (B3),1.0,0.0,1.0
N8206 (B38),1.0,0.0,1.0
N1425 (B11),2.0,0.0,2.0
N8207 (B30),1.0,0.0,1.0
N8208 (B4),1.0,0.0,1.0
N8209 (B4),1.0,0.0,1.0
N7735 (B9),1.0,0.0,1.0
N8210 (B42),3.0,0.0,3.0
N304 (B20),1.0,0.0,1.0
N305 (B4),1.0,0.0,1.0
N304 (B3),1.0,0.0,1.0
N8211 (B4),2.0,0.0,2.0
N3928 (B4),1.0,0.0,1.0
N8212 (B105),1.0,0.0,1.0
N8212 (B11),1.0,0.0,1.0
N8213 (B7),1.0,0.0,1.0
N3036 (B4),2.0,0.0,2.0
N3932 (B3),1.0,0.0,1.0
N3933 (B3),1.0,0.0,1.0
N3934 (B20),1.0,0.0,1.0
N431 (B93),1.0,0.0,1.0
N8214 (B4),1.0,0.0,1.0
N7580 (B106),1.0,0.0,1.0
N7580 (B3),1.0,0.0,1.0
N7580 (B4),1.0,0.0,1.0
N3938 (B4),1.0,0.0,1.0
N8215 (B4),1.0,0.0,1.0
N8216 (B4),1.0,0.0,1.0
N8217 (B4),1.0,0.0,1.0
N8218 (B4),2.0,0.0,2.0
N8219 (B3),1.0,0.0,1.0
N8220 (B4),1.0,0.0,1.0
N2505 (B7),1.0,0.0,1.0
N2505 (B11),1.0,0.0,1.0
N3942 (B18),1.0,0.0,1.0
N3943 (B20),1.0,0.0,1.0
N8221 (B100),1.0,0.0,1.0
N3944 (B3),1.0,0.0,1.0
N8222 (B4),1.0,0.0,1.0
N8223 (B3),1.0,0.0,1.0
N8224 (B106),4.0,0.0,4.0
N8225 (B4),1.0,0.0,1.0
N8226 (B4),1.0,0.0,1.0
N8227 (B4),1.0,0.0,1.0
N8227 (B11),1.0,0.0,1.0
N8228 (B14),1.0,0.0,1.0
N3949 (B115),1.0,0.0,1.0
N8229 (B3),1.0,0.0,1.0
N1545 (B4),1.0,0.0,1.0
N8230 (B93),1.0,0.0,1.0
N2095 (B105),3.0,0.0,3.0
N2095 (B106),1.0,0.0,1.0
N8231 (B106),1.0,0.0,1.0
N8231 (B3),1.0,0.0,1.0
N8232 (B28),1.0,0.0,1.0
N6134 (B3),1.0,0.0,1.0
N8233 (B7),1.0,0.0,1.0
N8234 (B4),1.0,0.0,1.0
N3955 (B4),1.0,0.0,1.0
N8235 (B4),1.0,0.0,1.0
N809 (B4),3.0,0.0,3.0
N8236 (B3),1.0,0.0,1.0
N2338 (B4),1.0,0.0,1.0
N3957 (B54),1.0,0.0,1.0
N8237 (B28),1.0,0.0,1.0
N6675 (B4),1.0,0.0,1.0
N8238 (B4),1.0,0.0,1.0
N1823 (B4),1.0,0.0,1.0
N8239 (B115),1.0,0.0,1.0
N1005 (B4),1.0,0.0,1.0
N8240 (B105),1.0,0.0,1.0
N3959 (B3),1.0,0.0,1.0
N1282 (B4),1.0,0.0,1.0
N8241 (B106),1.0,0.0,1.0
N8242 (B4),1.0,0.0,1.0
N3960 (B4),1.0,0.0,1.0
N3961 (B46),1.0,0.0,1.0
N3962 (B9),1.0,0.0,1.0
N3963 (B106),1.0,0.0,1.0
N4731 (B106),2.0,0.0,2.0
N1205 (B43),1.0,0.0,1.0
N1205 (B76),1.0,0.0,1.0
N8243 (B18),1.0,0.0,1.0
N8244 (B4),2.0,0.0,2.0
N3965 (B14),1.0,0.0,1.0
N8245 (B4),1.0,0.0,1.0
N8246 (B20),1.0,0.0,1.0
N3967 (B72),1.0,0.0,1.0
N3968 (B4),1.0,0.0,1.0
N8247 (B4),2.0,0.0,2.0
N8248 (B4),1.0,0.0,1.0
N8249 (B4),1.0,0.0,1.0
N8250 (B105),1.0,0.0,1.0
N490 (B14),2.0,0.0,2.0
N6 (B25),1.0,0.0,1.0
N732 (B105),1.0,0.0,1.0
N8251 (B106),1.0,0.0,1.0
N3970 (B68),1.0,0.0,1.0
N8252 (B4),1.0,0.0,1.0
N8253 (B20),2.0,0.0,2.0
N8254 (B4),1.0,0.0,1.0
N3543 (B9),1.0,0.0,1.0
N3974 (B14),1.0,0.0,1.0
N8255 (B4),1.0,0.0,1.0
N8256 (B11),1.0,0.0,1.0
N8257 (B4),1.0,0.0,1.0
N3975 (B106),1.0,0.0,1.0
N8258 (B105),1.0,0.0,1.0
N3977 (B105),1.0,0.0,1.0
N3978 (B106),1.0,0.0,1.0
N8259 (B3),1.0,0.0,1.0
N8260 (B4),1.0,0.0,1.0
N8261 (B4),1.0,0.0,1.0
N3979 (B4),1.0,0.0,1.0
N5055 (B10),1.0,0.0,1.0
N8262 (B71),1.0,0.0,1.0
N8263 (B23),1.0,0.0,1.0
N8264 (B102),1.0,0.0,1.0
N8265 (B4),1.0,0.0,1.0
N8266 (B58),1.0,0.0,1.0
N8267 (B14),1.0,0.0,1.0
N8268 (B3),1.0,0.0,1.0
N8269 (B4),1.0,0.0,1.0
N8268 (B4),1.0,0.0,1.0
N8270 (B66),1.0,0.0,1.0
N8271 (B3),1.0,0.0,1.0
N8272 (B20),1.0,0.0,1.0
N8273 (B19),1.0,0.0,1.0
N8274 (B48),1.0,0.0,1.0
N8275 (B120),1.0,0.0,1.0
N3980 (B4),1.0,0.0,1.0
N8276 (B12),1.0,0.0,1.0
N2835 (B3),1.0,0.0,1.0
N3983 (B93),1.0,0.0,1.0
N3984 (B12),1.0,0.0,1.0
N3986 (B30),1.0,0.0,1.0
N8277 (B3),1.0,0.0,1.0
N8278 (B91),1.0,0.0,1.0
N2135 (B106),1.0,0.0,1.0
N2135 (B105),1.0,0.0,1.0
N3989 (B115),1.0,0.0,1.0
N8279 (B4),1.0,0.0,1.0
N8280 (B4),1.0,0.0,1.0
N3991 (B30),1.0,0.0,1.0
N3993 (B104),2.0,0.0,2.0
N377 (B22),2.0,0.0,2.0
N8281 (B106),1.0,0.0,1.0
N3779 (B8),1.0,0.0,1.0
N4066 (B4),2.0,0.0,2.0
N757 (B4),1.0,0.0,1.0
N8282 (B105),1.0,0.0,1.0
N8283 (B4),1.0,0.0,1.0
N408 (B7),1.0,0.0,1.0
N1656 (B4),2.0,0.0,2.0
N8284 (B79),1.0,0.0,1.0
N8285 (B114),1.0,0.0,1.0
N8286 (B108),1.0,0.0,1.0
N6400 (B106),1.0,0.0,1.0
N8287 (B4),4.0,0.0,4.0
N8288 (B4),2.0,0.0,2.0
N3997 (B3),1.0,0.0,1.0
N3998 (B30),1.0,0.0,1.0
N3560 (B104),2.0,0.0,2.0
N8289 (B3),1.0,0.0,1.0
N8290 (B3),1.0,0.0,1.0
N3999 (B3),1.0,0.0,1.0
N4000 (B105),1.0,0.0,1.0
N4001 (B20),1.0,0.0,1.0
N8291 (B20),1.0,0.0,1.0
N1638 (B106),1.0,0.0,1.0
N8292 (B4),1.0,0.0,1.0
N8293 (B22),1.0,0.0,1.0
N8294 (B18),1.0,0.0,1.0
N8295 (B20),2.0,0.0,2.0
N8296 (B105),1.0,0.0,1.0
N5239 (B39),1.0,0.0,1.0
N8297 (B39),1.0,0.0,1.0
N8298 (B4),1.0,0.0,1.0
N6224 (B106),1.0,0.0,1.0
N4006 (B55),1.0,0.0,1.0
N8299 (B4),1.0,0.0,1.0
N8300 (B4),1.0,0.0,1.0
N2671 (B52),1.0,0.0,1.0
N4008 (B14),1.0,0.0,1.0
N4008 (B4),1.0,0.0,1.0
N995 (B16),1.0,0.0,1.0
N8301 (B104),1.0,0.0,1.0
N4010 (B3),1.0,0.0,1.0
N8302 (B18),1.0,0.0,1.0
N4012 (B4),1.0,0.0,1.0
N8303 (B4),2.0,0.0,2.0
N4014 (B106),1.0,0.0,1.0
N8304 (B3),1.0,0.0,1.0
N8305 (B4),1.0,0.0,1.0
N8306 (B3),1.0,0.0,1.0
N1289 (B3),1.0,0.0,1.0
N8307 (B38),1.0,0.0,1.0
N4016 (B4),1.0,0.0,1.0
N654 (B34),1.0,0.0,1.0
N1160 (B4),1.0,0.0,1.0
N1160 (B14),1.0,0.0,1.0
N1160 (B106),1.0,0.0,1.0
N1160 (B3),1.0,0.0,1.0
N4017 (B3),2.0,0.0,2.0
N4017 (B4),1.0,0.0,1.0
N8308 (B106),1.0,0.0,1.0
N8309 (B11),2.0,0.0,2.0
N8310 (B3),1.0,0.0,1.0
N8311 (B4),1.0,0.0,1.0
N8312 (B4),1.0,0.0,1.0
N8312 (B3),1.0,0.0,1.0
N8313 (B20),1.0,0.0,1.0
N1457 (B18),1.0,0.0,1.0
N1457 (B105),1.0,0.0,1.0
N2304 (B3),1.0,0.0,1.0
N8314 (B3),3.0,0.0,3.0
N2304 (B20),1.0,0.0,1.0
N4024 (B3),1.0,0.0,1.0
N4025 (B106),1.0,0.0,1.0
N8315 (B4),1.0,0.0,1.0
N6618 (B106),1.0,0.0,1.0
N3063 (B4),1.0,0.0,1.0
N3063 (B18),1.0,0.0,1.0
N1370 (B20),1.0,0.0,1.0
N2126 (B106),1.0,0.0,1.0
N8316 (B6),2.0,0.0,2.0
N4304 (B21),1.0,0.0,1.0
N2936 (B4),1.0,0.0,1.0
N2232 (B106),2.0,0.0,2.0
N8317 (B4),1.0,0.0,1.0
N8318 (B4),1.0,0.0,1.0
N8319 (B4),2.0,0.0,2.0
N8320 (B3),1.0,0.0,1.0
N4028 (B3),1.0,0.0,1.0
N2551 (B19),1.0,0.0,1.0
N2357 (B14),1.0,0.0,1.0
N2676 (B3),1.0,0.0,1.0
N8321 (B105),1.0,0.0,1.0
N4756 (B3),1.0,0.0,1.0
N4031 (B3),1.0,0.0,1.0
N4031 (B4),1.0,0.0,1.0
N8322 (B3),1.0,0.0,1.0
N8323 (B7),1.0,0.0,1.0
N8324 (B14),1.0,0.0,1.0
N8325 (B4),1.0,0.0,1.0
N8326 (B4),1.0,0.0,1.0
N8327 (B24),2.0,0.0,2.0
N8328 (B106),1.0,0.0,1.0
N8329 (B20),1.0,0.0,1.0
N8330 (B4),1.0,0.0,1.0
N8331 (B3),1.0,0.0,1.0
N8332 (B4),1.0,0.0,1.0
N8333 (B4),1.0,0.0,1.0
N8334 (B4),1.0,0.0,1.0
N8335 (B7),1.0,0.0,1.0
N1625 (B105),1.0,0.0,1.0
N1434 (B3),1.0,0.0,1.0
N8336 (B3),1.0,0.0,1.0
N8337 (B4),1.0,0.0,1.0
N8338 (B4),1.0,0.0,1.0
N8339 (B4),1.0,0.0,1.0
N8340 (B20),1.0,0.0,1.0
N8341 (B106),1.0,0.0,1.0
